user_id,age,city,income,signup_ts
69,45.0,Antalya,3927.636068245469,2024-04-21 08:32:41
70,33.0,Izmir,2681.2325205547004,2025-06-09 11:55:14
71,20.0,Konya,33039.18265628145,2023-05-25 23:08:47
72,21.0,Gaziantep,4219.293107408809,2025-08-11 04:43:46
73,24.0,Ankara,10856.083551767046,2023-06-24 00:11:23
74,41.0,Ankara,7077.1515565578175,2023-12-26 21:16:29
75,37.0,Unknown,6408.306875845848,2023-12-15 06:13:56
76,43.0,Bursa,8077.209658334499,2023-12-18 15:40:46
77,30.0,Unknown,7239.384062070814,2024-01-11 17:19:31
78,37.0,Antalya,41579.19225145125,2023-03-11 07:08:16
79,43.0,Unknown,7570.947941642712,2024-01-16 04:53:00
80,31.0,Bursa,10287.107774705646,2024-10-13 19:58:18
81,40.0,Konya,10033.206362456434,2024-06-25 06:49:03
82,27.0,Izmir,3850.342971018122,2023-03-30 03:57:18
83,31.0,Gaziantep,9769.859077451152,2023-03-01 14:05:07
84,30.0,Ankara,3876.7519026100713,2024-11-29 13:21:06
85,21.0,Bursa,1144.6084779316247,2023-08-24 03:02:00
86,41.0,Istanbul,2290.2818671725495,2024-07-16 18:06:28
87,29.0,Konya,2404.9153966574513,2023-08-11 14:32:43
88,-5.0,Ankara,17646.328202339228,2023-03-22 08:16:08
89,41.0,Istanbul,7180.915850252083,2024-02-09 23:01:09
90,40.0,Istanbul,2358.362756425245,2023-03-07 14:19:01
91,43.0,Gaziantep,10947.116534147057,2024-05-01 22:30:35
92,34.0,Izmir,11644.420685620293,2025-04-17 19:30:07
93,30.0,Istanbul,9792.410287864259,2024-12-05 03:57:46
94,34.0,Antalya,6908.316233895747,2025-01-04 12:32:30
95,15.0,Unknown,8377.001238163273,2024-10-18 21:27:02
96,18.0,Adana,3875.565492001399,2024-07-06 16:49:51
97,19.0,Antalya,9085.394821750138,2023-05-16 07:55:37
98,23.0,Antalya,7103.481295859933,2024-07-25 18:19:58
99,40.0,Izmir,2040.6256073149855,2023-07-08 01:32:27
100,24.0,Izmir,4543.23479886744,2023-02-06 03:59:26
101,30.0,Ankara,6611.070326951932,2024-01-02 04:36:08
102,51.0,Bursa,2509.1185867725326,2023-06-13 02:06:10
103,31.0,Istanbul,5467.390677175291,2024-05-08 11:37:24
104,44.0,Istanbul,3876.423047092774,2025-08-18 08:32:53
105,24.0,Bursa,2291.415256129958,2024-02-15 15:49:35
106,33.0,Ankara,396743.6702009987,2024-10-24 18:52:39
107,24.0,Konya,8485.495146656756,2023-06-11 03:59:40
108,31.0,Adana,4812.3356771724475,2024-09-09 08:14:36
109,45.0,Gaziantep,11838.513331869237,2024-09-24 03:47:04
110,,Izmir,16712.71793973457,2024-07-04 02:55:48
111,40.0,Konya,3442.6795675181334,2024-10-24 06:42:18
112,38.0,Antalya,14503.334779689281,2024-11-14 22:52:54
113,28.0,Unknown,11414.150544003716,2024-12-06 19:31:26
114,18.0,Izmir,10596.73416225911,2025-06-26 16:23:09
115,36.0,Antalya,16208.444378636026,2024-01-29 11:30:10
116,29.0,None,26924.688305404536,2023-03-10 23:26:04
117,38.0,Konya,10726.384763719538,2024-08-13 17:54:47
118,35.0,Adana,10409.353509934523,2023-10-28 11:14:44
119,54.0,Antalya,68398.86949808455,2023-04-19 02:50:27
120,32.0,Istanbul,4866.106241433678,2023-10-30 08:20:04
121,23.0,Izmir,11490.899607885123,2025-07-30 18:34:03
122,37.0,Unknown,4520.69844281889,2024-09-15 14:05:10
123,38.0,Unknown,15274.406478486779,2024-10-20 23:27:36
124,51.0,Unknown,4809.43156288745,2025-01-02 11:28:23
125,45.0,Unknown,22601.407245600447,2023-12-25 00:17:56
126,39.0,Antalya,10060.756093530843,2023-08-23 11:41:11
127,53.0,Antalya,6496.093135028868,2024-04-03 00:39:55
128,21.0,Gaziantep,3261.077868182782,2025-07-18 05:03:12
129,27.0,Izmir,3132.1987668099173,2024-02-02 02:09:45
130,24.0,Ankara,9644.784506841768,2023-10-14 03:44:18
131,30.0,Gaziantep,15945.339793900413,2023-09-02 12:23:59
132,18.0,Istanbul,2770.3059410817505,2024-04-19 22:58:31
133,43.0,Izmir,11689.012910859698,2025-05-02 05:29:08
134,32.0,Konya,9205.512877466384,2024-03-08 18:05:47
135,17.0,Konya,15598.12679200043,2025-06-17 22:48:12
136,23.0,Izmir,11162.83058475048,2024-10-03 00:27:38
137,39.0,Izmir,10742.054004655853,2023-01-30 19:01:35
138,45.0,Ankara,8188.28183954994,2024-03-26 22:13:23
139,59.0,Adana,8707.211061017213,2025-08-28 15:26:26
140,70.0,Ankara,5952.424816192455,2024-10-12 21:51:15
141,40.0,Izmir,4593.284830438143,2025-02-26 07:25:09
142,23.0,Ankara,6199.1799172741175,2025-05-19 03:26:19
143,16.0,Konya,4411.957571572396,2023-08-22 01:36:27
144,38.0,Unknown,5185.004601714171,2023-04-04 21:58:37
145,25.0,Istanbul,11873.782060406362,2023-10-15 08:27:48
146,30.0,Izmir,3900.2648749676973,2023-06-28 13:15:09
147,28.0,Antalya,6372.483542414657,2024-06-28 17:19:46
148,33.0,Ankara,2889.3694668379107,2024-01-23 14:36:31
149,48.0,Ankara,5787.670678003826,2024-04-22 21:04:54
150,37.0,Istanbul,14995.944937890408,2024-07-31 19:12:17
151,33.0,Izmir,6954.68351806533,2024-01-09 07:23:24
152,23.0,Ankara,3517.8438299961144,2023-09-21 11:59:47
153,15.0,Istanbul,6137.812349696841,2024-02-12 16:52:27
154,29.0,Bursa,5724.254210592469,2024-01-22 09:05:12
155,34.0,Antalya,5051.730616479473,2023-10-02 08:10:57
156,56.0,Unknown,8610.935952820984,2024-07-03 01:36:31
157,37.0,Izmir,5305.516605002001,2023-12-20 12:48:53
158,47.0,Ankara,7404.2300394138665,2025-06-01 08:35:48
159,29.0,None,4232.942423989786,2025-08-11 10:35:05
160,21.0,Adana,10564.112487661447,2025-02-20 21:52:26
161,23.0,Istanbul,18517.928345270648,2025-05-03 14:40:13
162,26.0,Unknown,5226.519770618059,2024-04-07 10:11:13
163,61.0,Ankara,6548.488374607247,2023-03-03 03:17:26
164,25.0,Istanbul,7879.769178782101,2024-05-19 22:16:15
165,45.0,Bursa,6987.064899721222,2025-08-05 14:27:30
166,24.0,Bursa,9418.020862765168,2025-08-07 15:12:33
167,46.0,Antalya,11385.733640272967,2024-10-08 08:29:51
168,40.0,Ankara,2910.251451608221,2024-08-29 12:55:49
169,33.0,Konya,8310.210889969625,2024-12-12 07:29:06
170,35.0,Istanbul,7697.563748711378,2024-02-04 20:27:05
171,27.0,Unknown,16844.50282839092,2024-06-28 02:54:54
172,40.0,Izmir,7155.973503239148,2025-01-17 12:53:54
173,30.0,Ankara,4062.686653784031,2024-04-29 19:58:00
174,20.0,Bursa,15851.919514543502,2023-04-14 01:01:12
175,20.0,Izmir,14362.840234188998,2025-05-20 20:25:27
176,37.0,Istanbul,13100.58633970201,2024-08-08 04:37:39
177,54.0,Ankara,15525.697376145843,2025-07-08 15:53:46
178,37.0,Antalya,4104.858921702471,2023-10-16 11:29:14
179,34.0,Konya,3949.268762260776,2025-03-27 05:10:06
180,38.0,Izmir,9224.410864371765,2024-12-02 16:24:51
181,51.0,Bursa,6457.236908579847,2024-12-16 18:36:31
182,38.0,Izmir,3326.4789591606373,2024-10-01 08:40:55
183,30.0,Istanbul,6259.991583008922,2025-01-19 03:02:43
184,48.0,Izmir,12199.624095836883,2024-02-03 16:37:13
185,40.0,Izmir,1708.5557960175202,2024-01-04 16:33:01
186,53.0,Adana,10078.572148731479,2023-06-01 07:44:09
187,37.0,Istanbul,2422.3789860014504,2023-12-10 17:21:55
188,20.0,Ankara,6279.477077196789,2023-07-08 19:07:39
189,,Bursa,6136.651606676647,2023-04-27 17:59:47
190,55.0,Istanbul,4735.912637588053,2023-02-15 21:52:21
191,56.0,Izmir,6941.311436888381,2024-01-28 07:14:37
192,,Izmir,17648.018664112496,2023-02-17 23:40:48
193,30.0,Istanbul,5404.111872321989,2025-02-02 10:02:04
194,53.0,Ankara,7409.1239378280725,2024-11-02 15:37:56
195,22.0,Bursa,6900.408297567245,2023-03-12 07:35:30
196,24.0,Adana,6886.795479695284,2023-03-12 20:37:19
197,43.0,Izmir,5404.908647609896,2023-07-05 12:05:24
198,30.0,Istanbul,3431.344735633255,2024-10-25 05:59:17
199,35.0,Antalya,5216.579601167317,2025-06-27 14:45:50
200,33.0,Ankara,20210.06460425272,2023-03-15 05:17:35
201,39.0,Izmir,11972.828599279566,2025-05-08 04:46:02
202,52.0,Gaziantep,4927.740681542958,2024-07-22 22:11:44
203,36.0,Izmir,17834.622528093074,2023-06-25 06:25:20
204,43.0,Gaziantep,2405.0968521986347,2023-09-10 09:29:20
205,17.0,Ankara,7068.372541785424,2024-01-07 13:37:42
206,34.0,Antalya,2404.6633159298035,2024-10-24 07:59:50
207,25.0,Izmir,16597.384661803568,2023-03-09 01:33:33
208,20.0,Unknown,3845.109537805729,2024-12-06 05:42:57
209,24.0,Adana,11484.194156836362,2023-05-18 11:40:10
210,31.0,Ankara,11845.589195851471,2024-05-02 23:58:11
211,46.0,Izmir,12360.032848955963,2023-05-17 13:14:28
212,19.0,Gaziantep,6229.392287134785,2024-11-26 16:05:35
213,35.0,Antalya,1665.0881918205446,2023-05-27 04:11:38
214,29.0,Gaziantep,7352.402231638172,2025-08-15 00:43:46
215,31.0,Ankara,5390.078483707089,2025-03-08 11:23:57
216,47.0,Adana,5897.174700918311,2023-08-29 14:16:28
217,41.0,Istanbul,4356.189934070903,2024-06-05 20:13:10
218,51.0,Konya,3653.54481211513,2024-02-18 09:16:41
219,33.0,Bursa,3141.8515150444905,2024-08-12 15:49:14
220,27.0,Istanbul,7826.690518302691,2025-02-05 15:49:01
221,32.0,Ankara,5527.889797005853,2024-07-08 19:42:30
222,38.0,Izmir,3863.817005170567,2023-01-02 18:17:40
223,37.0,Bursa,3810.6629310356907,2024-12-07 23:41:51
224,22.0,Adana,4325.731078225187,2023-05-13 19:50:49
225,36.0,Bursa,2261.6795687264516,2025-07-21 20:31:20
226,38.0,Adana,5955.663913588431,2024-08-07 01:51:22
227,65.0,Konya,5374.590010965057,2023-09-20 04:37:40
228,58.0,Bursa,2831.415704604208,2023-10-15 03:14:10
229,25.0,Istanbul,7502.940245148213,2025-05-21 20:25:28
230,32.0,Antalya,4983.324134964436,2023-02-11 13:22:42
231,17.0,Izmir,8872.002868434007,2023-08-21 15:26:02
232,28.0,Istanbul,14222.695226236754,2023-03-19 13:25:05
233,39.0,Izmir,4984.463439322276,2023-10-01 07:19:36
234,49.0,Konya,14966.768954347739,2023-03-07 07:37:55
235,26.0,Izmir,5814.370926467639,2025-03-10 09:27:40
236,27.0,Ankara,10359.099223305422,2024-05-14 00:07:38
237,18.0,Istanbul,9550.813886127573,2025-02-08 10:17:08
238,33.0,Bursa,3360.0348849884954,2023-10-23 18:22:39
239,22.0,Ankara,7185.226996156176,2024-09-03 01:50:27
240,29.0,Antalya,7801.0333132920505,2023-07-05 20:36:53
241,24.0,Istanbul,10702.386057350033,2025-01-07 11:11:48
242,34.0,Ankara,6709.172315644808,2025-03-19 11:17:04
243,14.0,Adana,6708.214527973902,2023-09-19 07:30:56
244,17.0,Istanbul,3503.1168875390067,2024-05-30 19:42:49
245,61.0,Istanbul,7761.3286879885445,2025-08-12 17:58:05
246,20.0,Unknown,3293.251506513539,2024-06-29 07:30:04
247,22.0,Istanbul,6387.691132818062,2023-02-04 02:05:20
248,57.0,Adana,7548.497173586583,2023-05-12 01:21:27
249,70.0,Ankara,16495.744494632414,2024-02-03 18:46:32
250,21.0,Ankara,2135.588086607466,2023-04-05 12:23:13
251,31.0,Adana,12181.885809394587,2024-09-24 13:12:57
252,39.0,Konya,14261.703494501715,2023-08-09 21:32:41
253,56.0,Izmir,6384.988246604957,2025-07-10 17:34:02
254,23.0,Istanbul,9581.723699648996,2024-03-09 08:25:00
255,32.0,Gaziantep,5174.775590449706,2024-03-05 06:22:11
256,44.0,Gaziantep,3043.390675533615,2023-09-21 00:46:51
257,40.0,Bursa,14662.996441960853,2024-06-17 03:39:50
258,,Ankara,7025.736329951469,2025-06-23 09:54:00
259,33.0,Unknown,8986.048617897028,2023-10-18 09:59:37
260,19.0,Izmir,1957.7225409977523,2025-01-29 13:55:16
261,32.0,Gaziantep,7134.779385181945,2024-02-14 18:10:03
262,32.0,Ankara,3146.288292950311,2024-07-07 12:41:30
263,38.0,Gaziantep,18622.364432185397,2024-12-05 13:16:38
264,28.0,Adana,8583.695623361009,2025-04-13 14:46:41
265,41.0,Izmir,9812.749644386651,2025-03-22 20:36:52
266,47.0,Istanbul,2788.103107718367,2023-06-20 19:36:47
267,37.0,Ankara,11231.087979172822,2024-01-06 18:42:40
268,39.0,Gaziantep,7202.026199626869,2023-10-18 09:31:25
269,36.0,Antalya,12169.822256064563,2023-01-24 00:31:27
270,35.0,Ankara,10446.16042966898,2024-01-07 06:11:14
271,26.0,Bursa,17301.258035605642,2024-05-23 07:29:04
272,39.0,Unknown,5946.350827616007,2024-08-02 01:58:25
273,34.0,Izmir,11386.902466930014,2023-03-17 03:58:49
274,60.0,Ankara,6750.752572456722,2025-05-12 17:56:39
275,54.0,Konya,3349.1867391439773,2024-10-24 18:17:59
276,40.0,Bursa,8345.549955412378,2024-03-30 17:01:34
277,26.0,Bursa,3485.593347608119,2023-04-18 06:09:38
278,22.0,Unknown,7961.046400726396,2023-02-28 11:30:24
279,49.0,Izmir,4281.559215129283,2025-03-30 04:36:05
280,38.0,Adana,5571.009249667224,2025-07-02 16:13:58
281,41.0,Gaziantep,3479.159232721975,2023-05-04 19:01:51
282,14.0,Bursa,18892.9933490259,2025-06-26 14:41:46
283,46.0,Bursa,4216.929180407946,2024-06-02 06:40:32
284,40.0,Izmir,6035.19773155747,2025-04-27 08:19:12
285,22.0,Istanbul,5669.26807504259,2025-03-19 17:44:03
286,29.0,Ankara,6650.13942586096,2025-05-28 12:22:02
287,38.0,Ankara,3679.8360694157204,2023-06-13 23:13:38
288,36.0,Ankara,6307.659038365765,2023-01-21 17:53:42
289,31.0,Ankara,7353.946811280693,2024-09-14 15:32:54
290,34.0,Gaziantep,7465.091647600332,2023-09-29 23:49:53
291,32.0,Bursa,15180.184615312322,2035-01-01 00:00:00
292,37.0,Unknown,9762.817109014431,2024-08-09 05:34:12
293,53.0,Izmir,20808.65412200314,2023-08-30 16:41:50
294,19.0,Antalya,6743.7850529937305,2024-07-20 23:48:59
295,32.0,Bursa,6364.304832301154,2024-05-25 10:20:28
296,37.0,Unknown,3702.6231055818394,2023-08-11 06:37:30
297,39.0,Istanbul,4899.512931080526,2025-07-04 09:20:29
298,31.0,Ankara,7483.58898840192,2025-05-11 09:02:38
299,14.0,Adana,6012.0062151612065,2024-05-25 13:49:37
300,39.0,Adana,15611.285846836048,2023-12-12 05:01:52
301,56.0,Istanbul,6494.809359978198,2023-06-14 06:31:22
302,17.0,Bursa,3689.849661880598,2023-07-13 20:26:30
303,45.0,Ankara,3365.7890655340443,2025-02-26 09:09:42
304,31.0,Konya,21172.545197224434,2023-05-30 13:44:11
305,34.0,Adana,8640.281966826089,2023-02-11 06:04:02
306,22.0,Bursa,3979.027596288073,2023-10-07 15:37:40
307,31.0,Antalya,19662.142988542073,2023-03-25 04:19:39
308,51.0,Unknown,5519.754733547183,2024-04-04 21:14:21
309,42.0,Istanbul,2472.5932661792995,2024-12-12 02:50:41
310,56.0,Antalya,3730.8148790662553,2024-10-12 11:50:28
311,49.0,Istanbul,5907.528517471499,2023-10-12 07:26:52
312,40.0,Unknown,5576.952506344865,2025-05-21 23:43:57
313,56.0,Ankara,7862.382349203947,2024-04-01 22:26:46
314,40.0,Ankara,22578.458277547983,2024-12-18 22:11:38
315,45.0,Istanbul,5376.589595321929,2023-06-26 04:01:32
316,31.0,Istanbul,6663.822015532708,2023-01-28 05:09:29
317,36.0,Unknown,4408.296248151367,2025-06-02 03:46:02
318,27.0,Adana,6997.89049372734,2024-08-16 18:44:26
319,47.0,Unknown,30782.505102588973,2024-11-06 10:02:50
320,21.0,Ankara,2872.521373453559,2023-12-13 09:34:30
321,44.0,Ankara,1870.3840434332553,2024-01-18 16:05:39
322,33.0,Adana,3362.224095003908,2023-02-12 16:18:52
323,49.0,Antalya,3100.755700295514,2023-07-05 01:59:10
324,44.0,Unknown,7488.118136541111,2023-01-30 04:59:57
325,57.0,Istanbul,13166.959947543824,2023-08-20 09:34:51
326,44.0,Bursa,7458.13276951316,2023-11-27 19:35:20
327,16.0,Bursa,9676.934666829855,2025-05-03 20:22:33
328,34.0,Adana,7055.851966547456,2023-09-28 10:47:25
329,21.0,Unknown,5341.463429078063,2024-04-19 18:16:06
330,29.0,Gaziantep,7648.96101800212,2023-04-25 00:01:17
331,53.0,Adana,2900.810244610483,2024-06-06 19:56:04
332,43.0,Ankara,26914.801891514133,2023-07-02 15:53:45
333,27.0,Ankara,5911.913104543943,2024-09-21 16:46:20
334,23.0,Antalya,4972.405606198175,2024-07-19 04:24:28
335,35.0,Ankara,3996.984235879176,2025-04-07 18:37:48
336,20.0,Adana,6527.863514185901,2023-02-14 10:06:22
337,27.0,Unknown,8467.833603499888,2025-08-11 00:23:28
338,39.0,None,7155.334775224559,2025-03-05 11:57:53
339,49.0,Antalya,6789.145698201752,2024-04-12 14:32:03
340,42.0,Antalya,4608.809443136052,2023-10-19 05:51:38
341,17.0,Antalya,7011.269311140875,2024-04-07 05:36:15
342,39.0,Bursa,20988.154682443816,2024-02-20 15:58:59
343,36.0,Konya,5191.760545069974,2025-03-02 11:08:50
344,,Istanbul,13174.997672921569,2025-08-05 19:55:00
345,54.0,Adana,5318.075966454366,2024-04-15 00:18:24
346,17.0,Istanbul,6434.902652913107,2023-05-27 22:56:41
347,28.0,Konya,12313.880933527658,2024-08-31 17:03:39
348,42.0,Antalya,1531.776353748462,2025-05-08 03:58:20
349,16.0,Izmir,10086.42191150834,2025-06-08 17:19:51
350,53.0,Izmir,3950.5444738439955,2025-07-26 20:19:00
351,39.0,Ankara,6467.089368253179,2024-05-22 07:04:52
352,45.0,Ankara,7723.649395193563,2025-05-05 23:28:24
353,28.0,Istanbul,14267.829653318375,2023-05-14 12:53:48
354,45.0,Ankara,7285.474489878828,2025-06-25 18:40:05
355,48.0,Izmir,8083.96238745006,2024-06-17 17:18:17
356,38.0,Ankara,3495.5590955461394,2025-07-25 17:59:15
357,38.0,Istanbul,3433.957978070959,2024-09-23 01:10:32
358,38.0,Konya,7562.312609190056,2023-03-30 07:09:53
359,25.0,Konya,9380.503708684977,2024-06-17 03:47:15
360,33.0,Gaziantep,13096.734182133858,2024-01-18 12:36:05
361,33.0,Istanbul,8477.592588089985,2025-07-01 18:47:58
362,40.0,Istanbul,4477.464059457371,2024-10-13 02:06:05
363,47.0,Ankara,7016.329604119995,2023-12-01 21:11:26
364,22.0,Istanbul,4849.913845721575,2024-09-25 00:47:36
365,33.0,Antalya,3793.210114742147,2023-11-20 18:56:58
366,53.0,Antalya,4301.141118431079,2025-01-31 05:51:01
367,26.0,Ankara,2836.8459210002184,2024-04-23 01:09:50
368,25.0,Antalya,3617.260200017009,2023-09-12 22:27:25
369,37.0,Ankara,2629.2403607003844,2023-10-04 14:17:04
370,45.0,Adana,10522.07846808071,2025-06-09 21:33:40
371,35.0,Ankara,2955.825002352256,2025-07-02 20:26:41
372,51.0,Izmir,4289.219198937158,2023-03-21 11:46:13
373,45.0,Gaziantep,4616.503459469934,2025-06-16 21:32:47
374,45.0,Adana,9022.466902005835,2024-01-24 04:09:05
375,42.0,Istanbul,7681.4858987697735,2023-04-16 01:49:53
376,63.0,Ankara,7503.459898928737,2025-07-25 20:39:17
377,33.0,Ankara,2391.9481020903554,2023-12-19 16:06:58
378,19.0,Izmir,7317.39774756004,2024-07-08 15:22:28
379,54.0,Ankara,5005.882883253109,2024-12-30 15:00:37
380,30.0,Istanbul,3619.870576456747,2024-08-05 06:23:18
381,36.0,Unknown,5453.625219785553,2025-08-11 12:12:12
382,51.0,Unknown,4347.79598986823,2023-07-16 14:38:10
383,16.0,Ankara,1781.505448176847,2023-11-19 05:26:41
384,20.0,Bursa,8725.364876965332,2024-01-18 16:04:18
385,16.0,Antalya,2587.8341937639234,2023-10-27 04:09:20
386,25.0,Ankara,16893.693589187063,2024-04-27 15:29:16
387,40.0,Konya,2128.208908546112,2024-07-09 23:06:55
388,41.0,Ankara,10548.596494088019,2035-01-01 00:00:00
389,38.0,Ankara,6058.9765701261795,2023-03-30 19:38:54
390,18.0,Istanbul,18646.245907420453,2023-03-20 21:57:01
391,17.0,Istanbul,2559.903935265698,2024-11-19 08:56:02
392,36.0,Bursa,13208.260422465088,2024-11-25 12:19:59
393,29.0,Unknown,11845.231779931986,2024-10-28 14:50:04
394,41.0,Istanbul,6176.765201420898,2025-06-20 22:02:57
395,43.0,Istanbul,13114.598918913422,2023-01-27 09:00:02
396,37.0,Izmir,3673.8416023311206,2024-04-02 21:13:26
397,44.0,Bursa,8626.000782495683,2024-03-27 12:39:49
398,38.0,Ankara,4412.511100101777,2024-11-01 01:24:38
399,41.0,Istanbul,6278.781598712371,2023-01-11 15:20:03
400,27.0,Gaziantep,10364.807574874003,2024-11-17 23:07:13
401,33.0,Antalya,5542.554879647166,2025-03-21 02:01:49
402,37.0,Gaziantep,4595.65874639423,2035-01-01 00:00:00
403,45.0,Antalya,5345.660150695628,2023-08-18 03:57:34
404,30.0,Izmir,5593.762428535025,2024-09-24 20:35:59
405,41.0,Izmir,6346.233753298218,2024-02-10 08:10:12
406,32.0,Bursa,9104.03389365322,2023-03-01 00:27:21
407,34.0,Istanbul,7177.248522674355,2024-02-05 05:59:25
408,45.0,Ankara,10447.567370722998,2023-03-19 18:02:28
409,14.0,Gaziantep,6713.296909686062,2025-07-13 15:13:11
410,19.0,Unknown,2098.329515864286,2023-05-27 14:00:33
411,17.0,Bursa,6115.035422548822,2023-11-23 02:52:39
412,14.0,Antalya,10578.091648346644,2025-01-16 03:12:33
413,27.0,Adana,21389.06884079017,2025-06-02 03:52:53
414,44.0,Unknown,1713.2704696565156,2024-08-25 16:54:08
415,32.0,Istanbul,5762.678148265684,2023-06-03 02:35:33
416,37.0,Antalya,10190.821588923622,2024-12-15 00:49:35
417,48.0,Bursa,5342.510738569511,2024-03-08 04:32:50
418,51.0,Istanbul,2781.687863208044,2025-02-21 07:41:20
419,34.0,Unknown,5570.7980730103345,2023-04-30 14:44:30
420,51.0,None,7323.9580220240605,2024-07-30 22:02:49
421,36.0,Ankara,8766.172420291496,2025-01-12 02:57:45
422,25.0,Istanbul,1822.5107543708223,2024-12-09 21:27:08
423,28.0,Bursa,9793.232259376744,2025-01-30 01:27:47
424,17.0,Konya,10018.863279756597,2024-03-21 09:20:04
425,24.0,Konya,6710.605526422284,2023-03-19 10:25:20
426,31.0,Unknown,4056.4807645528467,2025-02-07 18:35:45
427,45.0,Istanbul,16839.447887170503,2023-01-17 10:52:46
428,56.0,Konya,5369.455059709217,2025-05-21 06:14:32
429,18.0,Adana,7285.839447280077,2024-12-06 18:25:33
430,40.0,Adana,7864.187544206893,2024-01-24 07:43:21
431,23.0,Ankara,10277.946805345231,2023-01-13 16:23:29
432,41.0,Bursa,6650.58506924323,2023-10-04 18:05:55
433,33.0,Adana,7083.467582709784,2024-04-30 15:07:49
